environment,survival,selfing,start,control,year,campaign,variant,depression,ovule_effort,pollen_effort,comparison,all_pairs,paired_survivors,target_extinctions,reference_extinctions,access_difference,access_mcse,investment_difference,investment_mcse,extinction_difference,extinction_difference_mcse
mainland,0.0,0.5,0.7,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.00024148557193488926,0.0028919683370347425,0.02291109391877593,0.0028700664391451977,0.0,0.0
mainland,0.0,0.5,0.7,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00327117914657502,0.0032131992240077116,0.026464751749287536,0.0029810029569560708,0.0,0.0
mainland,0.0,0.5,0.7,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0030097831330073367,0.0036869626047357413,0.040735740130989836,0.0037021993173984476,0.0,0.0
mainland,0.0,0.5,0.7,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0006215102037599373,0.003907946197945752,0.0437523025625553,0.004139766547573,0.0,0.0
mainland,0.0,0.5,0.7,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-1.4049242429433218e-05,0.0039315078580722616,0.04652343408378469,0.0042269900157522276,0.0,0.0
mainland,0.75,0.5,0.3,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0012907970403747892,0.0007824901096586994,-0.0007872149363655266,0.0008031107032812004,0.0,0.0
mainland,0.75,0.5,0.3,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0030092332323932835,0.0020719809962032438,0.0028629754811876915,0.002221651373650396,0.0,0.0
mainland,0.75,0.5,0.3,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.002488589350016477,0.0023546443658574627,0.0016489004749108975,0.002489216611774652,0.0,0.0
mainland,0.75,0.5,0.3,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0009658394377473045,0.003465230106442156,-0.0025848166210502496,0.003264722553328687,0.0,0.0
mainland,0.75,0.5,0.3,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.004113384139940881,0.0043317854057331115,0.0014113424219692678,0.004176447759655165,0.0,0.0
mainland,0.75,0.5,0.3,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.012521703037642036,0.0047870122853014485,-0.00023263172302488005,0.004651745753036419,0.0,0.0
mainland,0.75,0.5,0.3,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0016172354537555681,0.000826617203981477,0.00047162520917896824,0.0007543530793664699,0.0,0.0
mainland,0.75,0.5,0.3,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0018387666391315128,0.0021335994063042584,0.0059445220705272115,0.0021327942728949956,0.0,0.0
mainland,0.75,0.5,0.3,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.001008203309776315,0.002517173468928408,0.007470969292553939,0.0024025528013806377,0.0,0.0
mainland,0.75,0.5,0.3,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-1.4819735557030983e-05,0.0035225772367415854,0.013970159545277168,0.0030363253653489432,0.0,0.0
mainland,0.75,0.5,0.3,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0018189103437208781,0.004214660817300111,0.021551709998499303,0.0037168297916479924,0.0,0.0
mainland,0.75,0.5,0.3,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0019095726634356875,0.004437362674014442,0.023795862874395363,0.00395566017422288,0.0,0.0
mainland,0.75,0.5,0.7,neutral,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.001166050507315687,0.0006560715484498819,-0.0010750824393584591,0.0007492962170276798,0.0,0.0
mainland,0.75,0.5,0.7,neutral,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0025316878319530537,0.0021642531267399515,-0.0038737099518039372,0.002031465621780129,0.0,0.0
mainland,0.75,0.5,0.7,neutral,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0022155724349069137,0.0023313437400740195,-0.0030396613895121586,0.0023551727256813215,0.0,0.0
mainland,0.75,0.5,0.7,neutral,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.004283558639474962,0.0033818011632118154,-0.0014922223619308502,0.0034878347597083357,0.0,0.0
mainland,0.75,0.5,0.7,neutral,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.004548027615319705,0.004129921132098764,-0.003469517639922197,0.00429785435207688,0.0,0.0
mainland,0.75,0.5,0.7,neutral,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.007187371553460491,0.004641405588336784,-0.005179633510873957,0.004870183209454237,0.0,0.0
mainland,0.75,0.5,0.7,selected,10,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,8.536568698794267e-05,0.0007333734416320329,0.0006949984919210797,0.0007656060313037793,0.0,0.0
mainland,0.75,0.5,0.7,selected,40,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,7.523400131338991e-05,0.001886388231872333,0.005498282442965415,0.0021607869391225064,0.0,0.0
mainland,0.75,0.5,0.7,selected,50,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.002334162556879924,0.0021794448205384826,0.00517845680496524,0.0025021653736877507,0.0,0.0
mainland,0.75,0.5,0.7,selected,100,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0006948328135297699,0.003216675433750278,0.006547295499684661,0.003285199799614184,0.0,0.0
mainland,0.75,0.5,0.7,selected,200,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.00223760988183887,0.004119518682733289,0.011822590482015102,0.004045725123654826,0.0,0.0
mainland,0.75,0.5,0.7,selected,400,assurance,a0.5_d0.5,0.5,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0016648623821156477,0.004412905149558967,0.012155681540530476,0.00441278385943741,0.0,0.0
both,0.0,0.5,0.3,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,138,118,0,0.0012194080809791615,0.0028140931066743605,0.0003680482223476194,0.0027598403441578072,0.4609375,0.0312155140597541
both,0.0,0.5,0.3,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,2,254,0,0.01965146230095763,0.030980495379146235,0.0574134826003338,0.0032537648628829237,0.9921875,0.005513429182282041
both,0.0,0.5,0.3,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,155,101,0,-0.001797331973620535,0.0031925495550187088,0.016623029686946844,0.0025730487726733763,0.39453125,0.030606698150250366
both,0.0,0.5,0.3,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,2,254,0,-0.04485551377384303,0.03368318904357051,0.05085052757686287,0.07065848536221186,0.9921875,0.005513429182282041
both,0.0,0.5,0.3,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.3,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,136,120,0,-0.003379920780622181,0.002855950214074415,0.0029598906416849306,0.0030895652868538513,0.46875,0.03125
both,0.0,0.5,0.7,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,9,247,0,0.01432907888228183,0.020498298022119627,-0.01914489864260356,0.01509248766453323,0.96484375,0.011533461648261191
both,0.0,0.5,0.7,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,3,253,0,-0.003888509244263094,0.047775113705435704,-0.0256449953628831,0.017654971144627274,0.98828125,0.006739238596207857
both,0.0,0.5,0.7,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,140,116,0,-0.003812006606704451,0.0031538609225533194,0.01653763519080858,0.002661408118450954,0.453125,0.031173312767839877
both,0.0,0.5,0.7,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,10,246,0,-0.01497811604546897,0.022141824263566288,0.043727014391898696,0.012431257489272231,0.9609375,0.012132701086805225
both,0.0,0.5,0.7,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,3,253,0,-0.04607519244460586,0.03585180406075698,0.059916938161285016,0.03264122984153751,0.98828125,0.006739238596207857
both,0.0,0.5,0.7,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.0,0.5,0.7,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.001862074564794596,0.0013882065808454428,0.002768448012170201,0.0013568168308829849,0.0,0.0
both,0.75,0.5,0.3,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,35,221,0,-0.003745211980503993,0.010895547220547579,0.0024001904449716966,0.010179499690066826,0.86328125,0.021513947450336336
both,0.75,0.5,0.3,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,11,245,0,-0.0020813906477977788,0.01914452212487064,-0.009064710611578935,0.01646037538411483,0.95703125,0.012698994328475655
both,0.75,0.5,0.3,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0006166537701871232,0.001439266625746263,0.005264777606870399,0.0015407260950361609,0.0,0.0
both,0.75,0.5,0.3,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,42,214,0,0.001841646316734958,0.0085318255393501,0.00798981465758704,0.008224446256071409,0.8359375,0.023191106822697462
both,0.75,0.5,0.3,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,13,243,0,-0.00918161137928741,0.014181923398345142,0.009186522615898559,0.016032741507742705,0.94921875,0.013748798827881614
both,0.75,0.5,0.3,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.7,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0014342822047098058,0.0014618987045659751,-2.534063647022548e-06,0.0014733758619416767,0.0,0.0
both,0.75,0.5,0.7,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,33,223,0,-0.007981867187279083,0.011955871302831265,-0.00018830221269581596,0.008894910898072976,0.87109375,0.0209845348013056
both,0.75,0.5,0.7,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,11,245,0,0.00800535163641113,0.016464956938740748,-0.01754295208220712,0.014466467333565658,0.95703125,0.012698994328475655
both,0.75,0.5,0.7,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.7,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.7,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.7,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.002108332028512897,0.0013816540207012543,0.0020080234040472465,0.0014400902785629928,0.0,0.0
both,0.75,0.5,0.7,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,33,223,0,-0.012722014667875158,0.00898772667709827,0.007028689848367076,0.00960725798413448,0.87109375,0.0209845348013056
both,0.75,0.5,0.7,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,16,240,0,-0.015575228758031363,0.014492902176840024,0.023049437959408354,0.017177513439212255,0.9375,0.01515847656477081
both,0.75,0.5,0.7,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,1,255,0,0.028082249090192524,,0.13488644152427648,,0.99609375,0.00390625
both,0.75,0.5,0.7,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.7,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
mainland,0.0,0.5,0.3,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,249,7,0,0.001198519061046349,0.0017322266129453016,0.0002503675277491272,0.0017085258823102392,0.02734375,0.010212654460096235
mainland,0.0,0.5,0.3,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,201,55,0,0.003646671437678848,0.0034002867095325557,0.0008855760526563706,0.0036952528119575502,0.21484375,0.0257199025008015
mainland,0.0,0.5,0.3,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,192,64,0,0.0019131950852827346,0.0038458007811233005,-0.0012268066590728835,0.0038638266215118107,0.25,0.02711630722733202
mainland,0.0,0.5,0.3,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,143,113,0,0.0026711775423340304,0.005864370302213891,0.005727361355579265,0.005382503668931887,0.44140625,0.031095474260005376
mainland,0.0,0.5,0.3,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,63,193,0,0.013605979487577864,0.01060467894339844,0.012603272491664543,0.010414207334064732,0.75390625,0.026973597563786113
mainland,0.0,0.5,0.3,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,18,238,0,0.004063919895426228,0.022467081528277963,0.00819380272059983,0.024164238452069324,0.9296875,0.016010860571811874
mainland,0.0,0.5,0.3,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,248,8,0,-0.001165595567944123,0.0019032633090622618,0.013561939002101833,0.0017899981763343392,0.03125,0.010895841534507468
mainland,0.0,0.5,0.3,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,211,45,0,-0.0018479321878643604,0.003291030858726189,0.03426800863760733,0.0028597548315738826,0.17578125,0.02383622240669279
mainland,0.0,0.5,0.3,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,204,52,0,-0.002651451913739464,0.003670332148213578,0.038633878452190705,0.0029953727540946826,0.203125,0.02519455546343297
mainland,0.0,0.5,0.3,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,163,93,0,0.0005976091268503448,0.00457557936638407,0.045315520355898316,0.003789437579006522,0.36328125,0.030117937030518287
mainland,0.0,0.5,0.3,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,75,181,0,0.004484953254672641,0.00775810753798537,0.05616425346437686,0.006656330601684588,0.70703125,0.028500984607927556
mainland,0.0,0.5,0.3,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,20,236,0,0.028972986982049392,0.01474073666753184,0.06764481044562635,0.013512715205561531,0.921875,0.01680586783321382
mainland,0.0,0.5,0.7,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,254,2,0,-0.0014893345829476456,0.0016581263266941559,0.0007143221164865022,0.0016092286983325117,0.0078125,0.005513429182282041
mainland,0.0,0.5,0.7,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,228,28,0,-0.0020898549310120816,0.0033811875680949295,0.0056620348543207,0.003226641074861187,0.109375,0.019545031902220664
mainland,0.0,0.5,0.7,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,214,42,0,-0.002265297037737944,0.0038407295852648975,0.0036430392470099457,0.0037342094075003404,0.1640625,0.023191106822697462
mainland,0.0,0.5,0.7,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,162,94,0,-0.0018044071837235566,0.005347835492933564,0.005445420648087585,0.005352297829840459,0.3671875,0.030186403889489913
mainland,0.0,0.5,0.7,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,89,167,0,0.0002306047814010338,0.008191151578234817,0.01631911707913114,0.007874721962436037,0.65234375,0.029822440677853123
mainland,0.0,0.5,0.7,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,17,239,0,-0.002859582838856247,0.025542428358735287,0.022819952656597114,0.02083849642264488,0.93359375,0.015592413937419483
mainland,0.0,0.5,0.7,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.003953628151472369,0.0017180970295261758,0.012487078959019593,0.0016415504235426281,0.0,0.0
mainland,0.0,0.5,0.7,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,228,28,0,-0.0013781274270437233,0.003083566659897389,0.039653151261476845,0.0028005790440633685,0.109375,0.019545031902220664
mainland,0.0,0.5,0.7,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,218,38,0,-0.00157213200427433,0.0032977310144121515,0.04333498899021341,0.0031061906218973357,0.1484375,0.022264348411116113
mainland,0.0,0.5,0.7,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,173,83,0,0.0018923174356429567,0.004077606254340603,0.05969595679126723,0.004103341660462042,0.32421875,0.029312444800629493
mainland,0.0,0.5,0.7,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,94,162,0,-0.0003850258105514721,0.005911706365812411,0.061908691747890945,0.006258925303109185,0.6328125,0.030186403889489913
mainland,0.0,0.5,0.7,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,24,232,0,0.0004272563880730283,0.01243560816088235,0.06268083425086902,0.012576531048883227,0.90625,0.018253222922509426
mainland,0.75,0.5,0.3,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0002659857147772307,0.0012569167846341205,-0.0010578057217873471,0.0011108857054167665,0.0,0.0
mainland,0.75,0.5,0.3,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,158,98,0,0.002186282881860128,0.0033167875611605367,0.002443478484201075,0.0031592975869480394,0.3828125,0.03043908026255708
mainland,0.75,0.5,0.3,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,135,121,0,0.0004073242864761003,0.0035646504329676404,0.005508102823142161,0.003671449895952857,0.47265625,0.0312643579148398
mainland,0.75,0.5,0.3,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,49,207,0,-0.002178344995199707,0.007256428152970012,0.005410986062454126,0.006792616371366443,0.80859375,0.024636168012834657
mainland,0.75,0.5,0.3,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,6,250,0,0.020370502863046817,0.021531221942818014,0.009209256274341335,0.014488518564390927,0.9765625,0.009474047852981757
mainland,0.75,0.5,0.3,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
mainland,0.75,0.5,0.3,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,-0.0006192742272727403,0.0011550196352701216,0.0032279964567228894,0.0011659258621145641,0.0,0.0
mainland,0.75,0.5,0.3,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,166,90,0,0.002655327143014849,0.0030265740250541625,0.014660151834306846,0.0032573788274263674,0.3515625,0.029899590697818237
mainland,0.75,0.5,0.3,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,135,121,0,0.00201449744806567,0.003506600083775191,0.018700734866971856,0.004069551715208784,0.47265625,0.0312643579148398
mainland,0.75,0.5,0.3,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,48,208,0,-0.003689178093778374,0.006718356424575803,0.05079509203965384,0.006865594215404718,0.8125,0.02444230902734509
mainland,0.75,0.5,0.3,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,7,249,0,-0.006232290516010462,0.02641851225230259,0.08401275410825004,0.013048960715974816,0.97265625,0.010212654460096235
mainland,0.75,0.5,0.3,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
mainland,0.75,0.5,0.7,neutral,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,0.0009428155738124919,0.0011693176651675044,-0.0013199255302360844,0.001155806542583292,0.0,0.0
mainland,0.75,0.5,0.7,neutral,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,183,73,0,0.0018155270847659743,0.002822721419893531,0.0011154956858567008,0.003077488557853592,0.28515625,0.028273327213286358
mainland,0.75,0.5,0.7,neutral,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,151,105,0,0.004820331526675278,0.00339840707958334,0.004504817298598889,0.003727729588403639,0.41015625,0.030801585176036275
mainland,0.75,0.5,0.7,neutral,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,60,196,0,0.007721170501691547,0.005746335308457908,-0.009531016044593553,0.008064354867172448,0.765625,0.02652733398834892
mainland,0.75,0.5,0.7,neutral,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,4,252,0,-0.031173280311188406,0.0375900941052471,0.023773248033743644,0.02655576728610245,0.984375,0.007766408152307944
mainland,0.75,0.5,0.7,neutral,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
mainland,0.75,0.5,0.7,selected,10,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,256,0,0,1.7811339939861372e-05,0.001106112068472965,0.0038863053597226896,0.0012586190519929287,0.0,0.0
mainland,0.75,0.5,0.7,selected,40,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,194,62,0,-0.0020075733161707514,0.0029483926956953292,0.014168981912308068,0.0033147098261614586,0.2421875,0.026827898476066977
mainland,0.75,0.5,0.7,selected,50,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,157,99,0,-0.0010514250505995646,0.003568378950666898,0.017645612600705365,0.003714131660574022,0.38671875,0.030497017430410063
mainland,0.75,0.5,0.7,selected,100,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,72,184,0,-0.009571278683235847,0.005778028025125973,0.03143861116210758,0.006770673544726132,0.71875,0.028155620586096754
mainland,0.75,0.5,0.7,selected,200,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,11,245,0,0.0066049309320660035,0.020667005139670177,0.07138771196840125,0.015506088664985736,0.95703125,0.012698994328475655
mainland,0.75,0.5,0.7,selected,400,assurance,a0.5_d0.9,0.9,lifetime,lifetime,depression_vs_zero,256,0,256,0,,,,,1.0,0.0
both,0.75,0.5,0.3,neutral,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0009049270464003467,0.0008457014330726852,-0.0005524304992529732,0.000850176743919733,0.0,0.0
both,0.75,0.5,0.3,neutral,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.001186524679146275,0.002157496011508814,0.001441786091433778,0.0024400839188090787,0.0,0.0
both,0.75,0.5,0.3,neutral,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.00014813671922050422,0.0023717681706535466,0.0020192568923484196,0.0028076627904227124,0.0,0.0
both,0.75,0.5,0.3,neutral,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0013844407828401606,0.0033627139173755013,0.004164338913843631,0.0036597630495728965,0.0,0.0
